"","it","alg","init_fitness","eval","move","move_control","T","N","L","alpha","tmax"
"575",574000,"tabu",6898795.01152516,6898795.01152516,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"576",575000,"hill",6898795.01152516,6898795.01152516,"twoopt","dist_exp",NA,NA,NA,NA,100
"577",576000,"hill",6898795.01152516,6898793.13817125,"neighbor","dist_exp",NA,NA,NA,NA,100
"578",577000,"hill",6898793.13817125,6898793.13817125,"twoopt","dist_exp",NA,NA,NA,NA,100
"579",578000,"tabu",6898793.13817125,6898793.13817125,"twoopt","dist_iden",NA,10,4,NA,100
"580",579000,"tabu",6898793.13817125,6898793.13817125,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"581",580000,"hill",6898793.13817125,6898793.13817125,"twoopt","dist_exp",NA,NA,NA,NA,100
"582",581000,"sann",6898793.13817125,6898793.13817125,"neighbor","dist_iden",10,NA,NA,0.95,100
"583",582000,"tabu",6898793.13817125,6898682.13742251,"twoopt","dist_exp",NA,10,4,NA,100
"584",583000,"sann",6898682.13742251,6898682.13742251,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"585",584000,"tabu",6898682.13742251,6898682.13742251,"twoopt","dist_exp",NA,10,50,NA,100
"586",585000,"tabu",6898682.13742251,6898682.13742251,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"587",586000,"tabu",6898682.13742251,6898612.11514078,"neighbor","dist_iden",NA,10,4,NA,100
"588",587000,"hill",6898612.11514078,6898612.11514078,"twoopt","dist_iden",NA,NA,NA,NA,100
"589",588000,"tabu",6898612.11514078,6898612.11514078,"twoopt","dist_exp",NA,10,4,NA,100
"590",589000,"tabu",6898612.11514078,6898601.87597913,"neighbor","dist_iden",NA,10,10,NA,100
"591",590000,"hill",6898601.87597913,6898601.87597913,"twoopt","dist_iden",NA,NA,NA,NA,100
"592",591000,"tabu",6898601.87597913,6898601.87597913,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"593",592000,"hill",6898601.87597913,6898601.87597913,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"594",593000,"tabu",6898601.87597913,6898597.15924451,"neighbor","dist_iden",NA,10,4,NA,100
"595",594000,"hill",6898597.15924451,6898597.15924451,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"596",595000,"hill",6898597.15924451,6898597.15924451,"twoopt","dist_exp",NA,NA,NA,NA,100
"597",596000,"hill",6898597.15924451,6898597.15924451,"twoopt","dist_exp",NA,NA,NA,NA,100
"598",597000,"tabu",6898597.15924451,6898597.15924451,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"599",598000,"hill",6898597.15924451,6898597.15924451,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"600",599000,"sann",6898597.15924451,6898597.15924451,"neighbor","dist_iden",12,NA,NA,0.66,100
"601",6e+05,"tabu",6898597.15924451,6898575.35431194,"neighbor","dist_iden",NA,10,4,NA,100
"602",601000,"sann",6898575.35431194,6898575.35431194,"neighbor","dist_exp",12,NA,NA,0.95,100
"603",602000,"hill",6898575.35431194,6898575.35431194,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"604",603000,"sann",6898575.35431194,6898575.35431194,"twoopt","dist_iden",12,NA,NA,0.66,100
"605",604000,"tabu",6898575.35431194,6898575.35431194,"neighbor","dist_exp",NA,10,4,NA,100
"606",605000,"tabu",6898575.35431194,6898575.35431194,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"607",606000,"tabu",6898575.35431194,6898575.35431194,"neighbor","dist_iden",NA,10,4,NA,100
"608",607000,"hill",6898575.35431194,6898575.35431194,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"609",608000,"hill",6898575.35431194,6898575.35431194,"neighbor","dist_exp",NA,NA,NA,NA,100
"610",609000,"tabu",6898575.35431194,6898575.35431194,"neighbor","dist_iden",NA,10,50,NA,100
"611",610000,"hill",6898575.35431194,6898575.35431194,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"612",611000,"tabu",6898575.35431194,6898568.41587125,"neighbor","dist_exp",NA,10,4,NA,100
"613",612000,"hill",6898568.41587125,6898568.41587125,"neighbor","dist_iden",NA,NA,NA,NA,100
"614",613000,"hill",6898568.41587125,6898568.41587125,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"615",614000,"tabu",6898568.41587125,6898568.41587125,"twoopt","dist_iden",NA,10,10,NA,100
"616",615000,"hill",6898568.41587125,6898500.84987262,"neighbor","dist_exp",NA,NA,NA,NA,100
"617",616000,"hill",6898500.84987262,6898500.84987262,"twoopt","dist_iden",NA,NA,NA,NA,100
"618",617000,"sann",6898500.84987262,6898500.84987262,"neighbor","dist_iden",12,NA,NA,0.95,100
"619",618000,"sann",6898500.84987262,6898500.84987262,"twoopt","dist_exp",1,NA,NA,0.66,100
"620",619000,"hill",6898500.84987262,6898489.00258633,"neighbor","dist_exp",NA,NA,NA,NA,100
"621",620000,"sann",6898489.00258634,6898489.00258634,"twoopt","dist_exp",12,NA,NA,0.66,100
"622",621000,"sann",6898489.00258634,6898489.00258634,"twoopt","dist_exp",1,NA,NA,0.99,100
"623",622000,"tabu",6898489.00258634,6898473.74576153,"neighbor","dist_iden",NA,10,50,NA,100
"624",623000,"hill",6898473.74576153,6898470.66159214,"neighbor","dist_exp",NA,NA,NA,NA,100
"625",624000,"tabu",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,10,4,NA,100
"626",625000,"sann",6898470.66159214,6898470.66159214,"neighbor","dist_exp",1,NA,NA,0.66,100
"627",626000,"hill",6898470.66159214,6898470.66159214,"twoopt","dist_exp",NA,NA,NA,NA,100
"628",627000,"tabu",6898470.66159214,6898470.66159214,"twoopt","dist_exp",NA,10,4,NA,100
"629",628000,"hill",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,NA,NA,NA,100
"630",629000,"tabu",6898470.66159214,6898470.66159214,"twoopt","dist_iden",NA,10,4,NA,100
"631",630000,"sann",6898470.66159214,6898470.66159214,"twoopt","dist_iden",12,NA,NA,0.66,100
"632",631000,"sann",6898470.66159214,6898470.66159214,"twoopt","dist_iden",12,NA,NA,0.55,100
"633",632000,"hill",6898470.66159214,6898470.66159214,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"634",633000,"tabu",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,10,4,NA,100
"635",634000,"hill",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,NA,NA,NA,100
"636",635000,"hill",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,NA,NA,NA,100
"637",636000,"sann",6898470.66159214,6898470.66159214,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"638",637000,"tabu",6898470.66159214,6898470.66159214,"neighbor","dist_exp",NA,10,50,NA,100
"639",638000,"tabu",6898470.66159214,6898470.66159214,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"640",639000,"hill",6898470.66159214,6898470.66159214,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"641",640000,"sann",6898470.66159214,6898470.66159214,"neighbor","dist_iden",1,NA,NA,0.95,100
"642",641000,"sann",6898470.66159214,6898470.66159214,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"643",642000,"hill",6898470.66159214,6898470.66159214,"neighbor","dist_iden",NA,NA,NA,NA,100
"644",643000,"hill",6898470.66159214,6898470.66159214,"twoopt","dist_iden",NA,NA,NA,NA,100
"645",644000,"tabu",6898470.66159214,6898470.66159214,"twoopt","dist_exp",NA,10,50,NA,100
"646",645000,"tabu",6898470.66159214,6898470.59066482,"neighbor","dist_exp",NA,10,10,NA,100
"647",646000,"tabu",6898470.59066482,6898470.59066482,"twoopt","dist_exp",NA,10,4,NA,100
"648",647000,"hill",6898470.59066482,6898470.59066482,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"649",648000,"sann",6898470.59066482,6898470.59066482,"twoopt","dist_iden",12,NA,NA,0.66,100
"650",649000,"sann",6898470.59066482,6898470.59066482,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"651",650000,"hill",6898470.59066482,6898364.26542242,"neighbor","dist_iden",NA,NA,NA,NA,100
"652",651000,"tabu",6898364.26542242,6898364.26542242,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"653",652000,"tabu",6898364.26542242,6898364.26542242,"twoopt","dist_iden",NA,10,4,NA,100
"654",653000,"hill",6898364.26542242,6898364.26542242,"neighbor","dist_iden",NA,NA,NA,NA,100
"655",654000,"hill",6898364.26542242,6898364.26542242,"twoopt","dist_iden",NA,NA,NA,NA,100
"656",655000,"tabu",6898364.26542242,6898364.26542242,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"657",656000,"tabu",6898364.26542242,6898364.26542242,"twoopt","dist_iden",NA,10,4,NA,100
"658",657000,"hill",6898364.26542242,6898364.26542242,"twoopt","dist_exp",NA,NA,NA,NA,100
"659",658000,"tabu",6898364.26542242,6898364.26542242,"twoopt","dist_exp",NA,10,4,NA,100
"660",659000,"sann",6898364.26542242,6898364.26542242,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"661",660000,"tabu",6898364.26542242,6898364.26542242,"neighbor","dist_exp",NA,10,4,NA,100
"662",661000,"sann",6898364.26542242,6898364.26542242,"neighbor","dist_exp",1,NA,NA,0.85,100
"663",662000,"tabu",6898364.26542242,6898364.26542242,"twoopt","dist_exp",NA,10,4,NA,100
"664",663000,"tabu",6898364.26542242,6898325.44137507,"neighbor","dist_exp",NA,10,4,NA,100
"665",664000,"hill",6898325.44137507,6898325.44137507,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"666",665000,"sann",6898325.44137507,6898325.44137507,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"667",666000,"hill",6898325.44137507,6898315.14605195,"neighbor","dist_iden",NA,NA,NA,NA,100
"668",667000,"tabu",6898315.14605195,6898315.14605195,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"669",668000,"sann",6898315.14605195,6898315.14605195,"neighbor","dist_exp",1,NA,NA,0.66,100
"670",669000,"tabu",6898315.14605195,6898315.14605195,"neighbor","dist_iden",NA,10,50,NA,100
"671",670000,"sann",6898315.14605195,6898315.14605195,"twoopt","dist_iden",1,NA,NA,0.95,100
"672",671000,"sann",6898315.14605195,6898315.14605195,"neighbor","dist_exp",1,NA,NA,0.66,100
"673",672000,"hill",6898315.14605195,6898298.70338894,"neighbor","dist_iden",NA,NA,NA,NA,100
"674",673000,"sann",6898298.70338894,6898298.70338894,"twoopt","dist_iden",12,NA,NA,0.99,100
"675",674000,"sann",6898298.70338894,6898298.70338894,"neighbor","dist_exp",8,NA,NA,0.99,100
"676",675000,"hill",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"677",676000,"sann",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"678",677000,"tabu",6898298.70338894,6898298.70338894,"twoopt","dist_exp",NA,10,4,NA,100
"679",678000,"sann",6898298.70338894,6898298.70338894,"neighbor","dist_iden",10,NA,NA,0.95,100
"680",679000,"tabu",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"681",680000,"tabu",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"682",681000,"hill",6898298.70338894,6898298.70338894,"twoopt","dist_exp",NA,NA,NA,NA,100
"683",682000,"sann",6898298.70338894,6898298.70338894,"twoopt","dist_exp",1,NA,NA,0.66,100
"684",683000,"tabu",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"685",684000,"tabu",6898298.70338894,6898298.70338894,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"686",685000,"tabu",6898298.70338894,6898283.48662429,"twoopt","dist_exp",NA,10,4,NA,100
"687",686000,"tabu",6898283.48662429,6898283.48662429,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"688",687000,"hill",6898283.48662429,6898277.3675134,"neighbor","dist_exp",NA,NA,NA,NA,100
"689",688000,"sann",6898277.3675134,6898277.3675134,"neighbor","dist_exp",12,NA,NA,0.66,100
"690",689000,"sann",6898277.3675134,6898277.3675134,"neighbor","dist_exp",1,NA,NA,0.66,100
"691",690000,"hill",6898277.3675134,6898224.20597084,"neighbor","dist_iden",NA,NA,NA,NA,100
"692",691000,"sann",6898224.20597084,6898224.20597084,"twoopt","dist_iden",1,NA,NA,0.66,100
"693",692000,"hill",6898224.20597084,6898224.20597084,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"694",693000,"hill",6898224.20597084,6898224.20597084,"neighbor","dist_exp",NA,NA,NA,NA,100
"695",694000,"tabu",6898224.20597084,6898224.20597084,"neighbor","dist_exp",NA,10,4,NA,100
"696",695000,"tabu",6898224.20597084,6898218.39227338,"neighbor","dist_iden",NA,10,10,NA,100
"697",696000,"sann",6898218.39227338,6898218.39227338,"twoopt","dist_exp",1,NA,NA,0.66,100
"698",697000,"tabu",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"699",698000,"sann",6898218.39227338,6898218.39227338,"neighbor","dist_iden",1,NA,NA,0.66,100
"700",699000,"tabu",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"701",7e+05,"sann",6898218.39227338,6898218.39227338,"twoopt","dist_iden",12,NA,NA,0.66,100
"702",701000,"tabu",6898218.39227338,6898218.39227338,"twoopt","dist_exp",NA,10,50,NA,100
"703",702000,"hill",6898218.39227338,6898218.39227338,"neighbor","dist_iden",NA,NA,NA,NA,100
"704",703000,"tabu",6898218.39227338,6898218.39227338,"neighbor","dist_exp",NA,10,4,NA,100
"705",704000,"hill",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"706",705000,"sann",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"707",706000,"tabu",6898218.39227338,6898218.39227338,"twoopt","dist_iden",NA,10,10,NA,100
"708",707000,"hill",6898218.39227338,6898218.39227338,"neighbor","dist_exp",NA,NA,NA,NA,100
"709",708000,"sann",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",18,NA,NA,0.95,100
"710",709000,"hill",6898218.39227338,6898218.39227338,"twoopt","dist_exp",NA,NA,NA,NA,100
"711",710000,"hill",6898218.39227338,6898218.39227338,"twoopt","dist_exp",NA,NA,NA,NA,100
"712",711000,"hill",6898218.39227338,6898218.39227338,"twoopt","dist_exp",NA,NA,NA,NA,100
"713",712000,"tabu",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"714",713000,"sann",6898218.39227338,6898218.39227338,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"715",714000,"hill",6898218.39227338,6898218.39227338,"twoopt","dist_iden",NA,NA,NA,NA,100
"716",715000,"hill",6898218.39227338,6898218.39227338,"neighbor","dist_exp",NA,NA,NA,NA,100
"717",716000,"hill",6898218.39227338,6898203.66628209,"neighbor","dist_exp",NA,NA,NA,NA,100
"718",717000,"sann",6898203.66628209,6898203.66628209,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"719",718000,"sann",6898203.66628209,6898203.66628209,"twoopt","dist_iden",1,NA,NA,0.66,100
"720",719000,"hill",6898203.66628209,6898203.66628209,"neighbor","dist_exp",NA,NA,NA,NA,100
"721",720000,"sann",6898203.66628209,6898203.66628209,"neighbor","dist_iden",14,NA,NA,0.95,100
"722",721000,"sann",6898203.66628209,6898203.66628209,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"723",722000,"hill",6898203.66628209,6898203.66628209,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"724",723000,"tabu",6898203.66628209,6898203.66628209,"twoopt","dist_iden",NA,10,10,NA,100
"725",724000,"tabu",6898203.66628209,6898191.23753825,"neighbor","dist_iden",NA,10,50,NA,100
"726",725000,"tabu",6898191.23753825,6898181.02616246,"neighbor","dist_iden",NA,10,50,NA,100
"727",726000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"728",727000,"sann",6898181.02616247,6898181.02616247,"neighbor","dist_iden",20,NA,NA,0.95,100
"729",728000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"730",729000,"tabu",6898181.02616247,6898181.02616247,"neighbor","dist_iden",NA,10,4,NA,100
"731",730000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"732",731000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_exp",1,NA,NA,0.95,100
"733",732000,"hill",6898181.02616247,6898181.02616247,"twoopt","dist_exp",NA,NA,NA,NA,100
"734",733000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"735",734000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"736",735000,"sann",6898181.02616247,6898181.02616247,"neighbor","dist_exp",1,NA,NA,0.95,100
"737",736000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"738",737000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_exp",12,NA,NA,0.99,100
"739",738000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"740",739000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"741",740000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_iden",1,NA,NA,0.95,100
"742",741000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",18,NA,NA,0.95,100
"743",742000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"744",743000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"745",744000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"746",745000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_exp",12,NA,NA,0.66,100
"747",746000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"748",747000,"sann",6898181.02616247,6898181.02616247,"neighbor","dist_iden",12,NA,NA,0.66,100
"749",748000,"hill",6898181.02616247,6898181.02616247,"twoopt","dist_exp",NA,NA,NA,NA,100
"750",749000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"751",750000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_iden",8,NA,NA,0.99,100
"752",751000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"753",752000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_iden",1,NA,NA,0.66,100
"754",753000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"755",754000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"756",755000,"sann",6898181.02616247,6898181.02616247,"twoopt","dist_exp",1,NA,NA,0.66,100
"757",756000,"hill",6898181.02616247,6898181.02616247,"twoopt","dist_iden",NA,NA,NA,NA,100
"758",757000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",1,NA,NA,0.55,100
"759",758000,"tabu",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"760",759000,"hill",6898181.02616247,6898181.02616247,"twoopt","dist_iden",NA,NA,NA,NA,100
"761",760000,"hill",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"762",761000,"hill",6898181.02616247,6898181.02616247,"neighbor","dist_iden",NA,NA,NA,NA,100
"763",762000,"tabu",6898181.02616247,6898181.02616247,"twoopt","dist_iden",NA,10,4,NA,100
"764",763000,"sann",6898181.02616247,6898181.02616247,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"765",764000,"hill",6898181.02616247,6898181.02616247,"twoopt","dist_exp",NA,NA,NA,NA,100
"766",765000,"tabu",6898181.02616247,6898181.02616247,"twoopt","dist_iden",NA,10,10,NA,100
"767",766000,"hill",6898181.02616247,6898181.02616247,"neighbor","dist_iden",NA,NA,NA,NA,100
"768",767000,"tabu",6898181.02616247,6898179.96409018,"twoopt","dist_exp",NA,10,10,NA,100
"769",768000,"sann",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_iden",12,NA,NA,0.95,100
"770",769000,"tabu",6898179.96409018,6898179.96409018,"neighbor","dist_iden",NA,10,50,NA,100
"771",770000,"tabu",6898179.96409018,6898179.96409018,"twoopt","dist_iden",NA,10,50,NA,100
"772",771000,"tabu",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"773",772000,"sann",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"774",773000,"hill",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"775",774000,"sann",6898179.96409018,6898179.96409018,"neighbor","dist_exp",1,NA,NA,0.95,100
"776",775000,"sann",6898179.96409018,6898179.96409018,"neighbor","dist_exp",1,NA,NA,0.66,100
"777",776000,"sann",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"778",777000,"tabu",6898179.96409018,6898179.96409018,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"779",778000,"tabu",6898179.96409018,6898179.96409018,"neighbor","dist_iden",NA,10,10,NA,100
"780",779000,"tabu",6898179.96409018,6898179.17876518,"neighbor","dist_exp",NA,10,50,NA,100
"781",780000,"tabu",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"782",781000,"tabu",6898179.17876518,6898179.17876518,"neighbor","dist_iden",NA,10,4,NA,100
"783",782000,"hill",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"784",783000,"hill",6898179.17876518,6898179.17876518,"twoopt","dist_exp",NA,NA,NA,NA,100
"785",784000,"hill",6898179.17876518,6898179.17876518,"twoopt","dist_iden",NA,NA,NA,NA,100
"786",785000,"sann",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_iden",2,NA,NA,0.95,100
"787",786000,"tabu",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"788",787000,"sann",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"789",788000,"hill",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"790",789000,"hill",6898179.17876518,6898179.17876518,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"791",790000,"tabu",6898179.17876518,6898179.17876518,"twoopt","dist_iden",NA,10,4,NA,100
"792",791000,"tabu",6898179.17876518,6898169.11605804,"neighbor","dist_iden",NA,10,10,NA,100
"793",792000,"hill",6898169.11605804,6898169.11605804,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"794",793000,"tabu",6898169.11605804,6898169.11605804,"twoopt","dist_exp",NA,10,4,NA,100
"795",794000,"hill",6898169.11605804,6898169.11605804,"neighbor","dist_iden",NA,NA,NA,NA,100
"796",795000,"sann",6898169.11605804,6898169.11605804,"neighbor","dist_exp",16,NA,NA,0.95,100
"797",796000,"hill",6898169.11605804,6898145.44183769,"neighbor","dist_exp",NA,NA,NA,NA,100
"798",797000,"tabu",6898145.44183769,6898145.44183769,"twoopt","dist_iden",NA,10,50,NA,100
"799",798000,"hill",6898145.44183769,6898145.44183769,"neighbor","dist_iden",NA,NA,NA,NA,100
"800",799000,"tabu",6898145.44183769,6898145.44183769,"neighbor","dist_iden",NA,10,50,NA,100
"801",8e+05,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_exp",18,NA,NA,0.95,100
"802",801000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_exp",1,NA,NA,0.99,100
"803",802000,"sann",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"804",803000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_exp",1,NA,NA,0.95,100
"805",804000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"806",805000,"hill",6898145.44183769,6898145.44183769,"twoopt","dist_iden",NA,NA,NA,NA,100
"807",806000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"808",807000,"tabu",6898145.44183769,6898145.44183769,"twoopt","dist_exp",NA,10,10,NA,100
"809",808000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"810",809000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_exp",12,NA,NA,0.66,100
"811",810000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"812",811000,"tabu",6898145.44183769,6898145.44183769,"twoopt","dist_exp",NA,10,50,NA,100
"813",812000,"hill",6898145.44183769,6898145.44183769,"twoopt","dist_exp",NA,NA,NA,NA,100
"814",813000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"815",814000,"hill",6898145.44183769,6898145.44183769,"neighbor","dist_exp",NA,NA,NA,NA,100
"816",815000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"817",816000,"sann",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"818",817000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"819",818000,"tabu",6898145.44183769,6898145.44183769,"neighbor","dist_iden",NA,10,4,NA,100
"820",819000,"tabu",6898145.44183769,6898145.44183769,"twoopt","dist_exp",NA,10,10,NA,100
"821",820000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_iden",1,NA,NA,0.66,100
"822",821000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"823",822000,"hill",6898145.44183769,6898145.44183769,"twoopt","dist_iden",NA,NA,NA,NA,100
"824",823000,"tabu",6898145.44183769,6898145.44183769,"neighbor","dist_iden",NA,10,50,NA,100
"825",824000,"sann",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"826",825000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_exp",1,NA,NA,0.66,100
"827",826000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"828",827000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"829",828000,"sann",6898145.44183769,6898145.44183769,"twoopt","dist_exp",1,NA,NA,0.66,100
"830",829000,"hill",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"831",830000,"sann",6898145.44183769,6898145.44183769,"neighbor","dist_iden",1,NA,NA,0.95,100
"832",831000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"833",832000,"tabu",6898145.44183769,6898145.44183769,"neighbor","dist_iden",NA,10,4,NA,100
"834",833000,"hill",6898145.44183769,6898145.44183769,"twoopt","dist_exp",NA,NA,NA,NA,100
"835",834000,"tabu",6898145.44183769,6898145.44183769,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"836",835000,"sann",6898145.44183769,6898145.44183769,"twoopt","dist_iden",12,NA,NA,0.66,100
