"","it","alg","init_fitness","eval","move","move_control","T","N","L","alpha","tmax"
"13360",13359000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,4,NA,100
"13361",13360000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13362",13361000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13363",13362000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13364",13363000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13365",13364000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.66,100
"13366",13365000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13367",13366000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13368",13367000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13369",13368000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13370",13369000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13371",13370000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.66,100
"13372",13371000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13373",13372000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13374",13373000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.66,100
"13375",13374000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13376",13375000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.66,100
"13377",13376000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13378",13377000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,10,NA,100
"13379",13378000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13380",13379000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,10,NA,100
"13381",13380000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13382",13381000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,50,NA,100
"13383",13382000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13384",13383000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,4,NA,100
"13385",13384000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13386",13385000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13387",13386000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13388",13387000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13389",13388000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13390",13389000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13391",13390000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13392",13391000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13393",13392000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13394",13393000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13395",13394000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,10,NA,100
"13396",13395000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13397",13396000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"13398",13397000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13399",13398000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13400",13399000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13401",13400000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13402",13401000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13403",13402000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13404",13403000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13405",13404000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"13406",13405000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13407",13406000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13408",13407000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13409",13408000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13410",13409000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13411",13410000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13412",13411000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13413",13412000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.66,100
"13414",13413000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13415",13414000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13416",13415000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13417",13416000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13418",13417000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13419",13418000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,50,NA,100
"13420",13419000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13421",13420000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,10,NA,100
"13422",13421000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13423",13422000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13424",13423000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13425",13424000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13426",13425000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13427",13426000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13428",13427000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13429",13428000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13430",13429000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13431",13430000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13432",13431000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13433",13432000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13434",13433000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13435",13434000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13436",13435000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13437",13436000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13438",13437000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13439",13438000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13440",13439000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13441",13440000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13442",13441000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,4,NA,100
"13443",13442000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13444",13443000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.95,100
"13445",13444000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13446",13445000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,50,NA,100
"13447",13446000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13448",13447000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,4,NA,100
"13449",13448000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13450",13449000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,10,NA,100
"13451",13450000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,4,NA,100
"13452",13451000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13453",13452000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.95,100
"13454",13453000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,10,NA,100
"13455",13454000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13456",13455000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13457",13456000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13458",13457000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13459",13458000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13460",13459000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13461",13460000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,50,NA,100
"13462",13461000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13463",13462000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13464",13463000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13465",13464000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13466",13465000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13467",13466000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.99,100
"13468",13467000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13469",13468000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13470",13469000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13471",13470000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.95,100
"13472",13471000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13473",13472000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13474",13473000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,4,NA,100
"13475",13474000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13476",13475000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.66,100
"13477",13476000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13478",13477000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13479",13478000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13480",13479000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13481",13480000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13482",13481000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13483",13482000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13484",13483000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13485",13484000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13486",13485000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13487",13486000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,4,NA,100
"13488",13487000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13489",13488000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13490",13489000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13491",13490000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13492",13491000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13493",13492000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13494",13493000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13495",13494000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13496",13495000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13497",13496000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13498",13497000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13499",13498000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13500",13499000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13501",13500000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13502",13501000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13503",13502000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13504",13503000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.66,100
"13505",13504000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13506",13505000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13507",13506000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13508",13507000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13509",13508000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13510",13509000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13511",13510000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13512",13511000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,50,NA,100
"13513",13512000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13514",13513000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13515",13514000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13516",13515000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.95,100
"13517",13516000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13518",13517000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13519",13518000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13520",13519000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13521",13520000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13522",13521000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13523",13522000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"13524",13523000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,50,NA,100
"13525",13524000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13526",13525000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"13527",13526000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13528",13527000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13529",13528000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13530",13529000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13531",13530000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13532",13531000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.95,100
"13533",13532000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.66,100
"13534",13533000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13535",13534000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.66,100
"13536",13535000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13537",13536000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13538",13537000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13539",13538000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13540",13539000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13541",13540000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13542",13541000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13543",13542000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13544",13543000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13545",13544000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13546",13545000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13547",13546000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13548",13547000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13549",13548000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13550",13549000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13551",13550000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,10,50,NA,100
"13552",13551000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,50,NA,100
"13553",13552000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13554",13553000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.95,100
"13555",13554000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.99,100
"13556",13555000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.66,100
"13557",13556000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.99,100
"13558",13557000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13559",13558000,"tabu",6887648.01155343,6887630.04220948,"twoopt","dist_exp",NA,10,4,NA,100
"13560",13559000,"tabu",6887630.04220948,6887630.04220948,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13561",13560000,"sann",6887630.04220948,6887630.04220948,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13562",13561000,"tabu",6887630.04220948,6887630.04220948,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13563",13562000,"hill",6887630.04220948,6887630.04220948,"twoopt","dist_iden",NA,NA,NA,NA,100
"13564",13563000,"sann",6887630.04220948,6887630.04220948,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
